Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,37.38336730003357,37.38858509063721,6.266984748840332
5,37.1277973651886,37.131802558898926,8.949185943603515
10,34.00834822654724,34.01390480995178,13.23389458656311
20,33.23959398269653,33.24670100212097,21.964920234680175
