Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,36.17846155166626,36.18791627883911,6.077025365829468
5,35.929845571517944,35.933324337005615,8.77591872215271
10,34.324376821517944,34.32959318161011,13.268521881103515
20,33.45091962814331,33.45442271232605,21.89176015853882
