Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,36.29054808616638,36.29751753807068,6.077032566070557
5,35.94135332107544,35.94713044166565,8.772004127502441
10,34.4201226234436,34.42361283302307,13.173796129226684
20,33.17713952064514,33.18162512779236,22.639027261734007
