Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,35.33185434341431,35.33842492103577,6.045804119110107
5,33.71688628196716,33.72211456298828,8.708004999160767
10,31.878106117248535,31.884861946105957,13.178183698654175
20,30.88973069190979,30.895708322525024,22.088438272476196
