Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,36.94617033004761,36.950456619262695,6.241675281524659
5,37.36730432510376,37.37253975868225,9.01777367591858
10,35.30051517486572,35.305739402770996,13.446827507019043
20,34.96697783470154,34.97277760505676,22.787724351882936
