Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,37.833181858062744,37.83761215209961,6.185120487213135
5,37.05354142189026,37.059767723083496,9.007500219345093
10,35.18348741531372,35.202311277389526,13.563237857818603
20,34.69381642341614,34.69912648200989,22.67058300971985
