Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,17.72792100906372,17.73140048980713,6.082518482208252
5,16.093919277191162,16.135043382644653,8.834560060501099
10,14.622358322143555,14.626177072525024,13.314339399337769
20,14.325146913528442,14.331864356994629,22.218348455429076
