Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,37.292409896850586,37.29742503166199,6.298986577987671
5,37.281654357910156,37.28513479232788,9.075669193267823
10,35.259122371673584,35.266101360321045,13.316267681121825
20,32.88353705406189,32.887906074523926,22.52149486541748
