Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,34.8380651473999,34.8380651473999,16.964881038665773
5,31.808642625808716,31.813007831573486,22.989494705200194
10,30.81961441040039,30.82135581970215,32.91617937088013
20,30.592937469482422,30.608665943145752,52.96603279113769
