Embedding_Size,Embedding_Time,Total_Pipeline_Time,Regression_Time
2,34.81244444847107,34.81702899932861,17.510721969604493
5,31.945117950439453,31.94788694381714,24.033359909057616
10,32.44297456741333,32.45431208610535,33.88799843788147
20,31.0790913105011,31.097930192947388,54.12684187889099
